1.643e-5,2.426e-4,1.693e-3,7.444e-3,2.315e-2,5.417e-2,9.909e-2,1.452e-1,1.734e-1,1.704e-1,1.389e-1,9.423e-2,5.324e-2,2.501e-2,9.720e-3,3.099e-3,8.004e-4,1.643e-4,2.602e-5,3.041e-6,2.424e-7,1.126e-8,1.93e-10
1.292e-4,1.590e-3,8.949e-3,3.037e-2,6.862e-2,1.067e-1,1.119e-1,7.046e-2,1.586e-2,2.595e-3,4.768e-2,1.121e-1,1.442e-1,1.277e-1,8.439e-2,4.297e-2,1.706e-2,5.271e-3,1.251e-3,2.222e-4,2.811e-5,2.315e-6,1.020e-7
5.348e-4,5.452e-3,2.440e-2,6.199e-2,9.513e-2,8.320e-2,2.930e-2,1.571e-4,3.634e-2,8.105e-2,6.331e-2,1.120e-2,8.260e-3,6.943e-2,1.293e-1,1.345e-1,9.451e-2,4.794e-2,1.796e-2,4.959e-3,9.867e-4,1.344e-4,1.129e-5
1.550e-3,1.301e-2,4.546e-2,8.268e-2,7.601e-2,2.270e-2,2.061e-3,4.532e-2,6.455e-2,1.984e-2,3.712e-3,5.343e-2,7.327e-2,2.522e-2,1.912e-3,5.773e-2,1.264e-1,1.349e-1,9.104e-2,4.209e-2,1.362e-2,3.037e-3,4.428e-4
3.540e-3,2.425e-2,6.463e-2,7.833e-2,3.222e-2,2.981e-4,3.835e-2,5.447e-2,9.784e-3,1.227e-2,5.702e-2,3.532e-2,3.122e-5,4.127e-2,7.205e-2,2.554e-2,3.051e-3,6.785e-2,1.358e-1,1.301e-1,7.618e-2,2.914e-2,7.289e-3
6.782e-3,3.757e-2,7.396e-2,5.269e-2,2.870e-3,2.267e-2,5.206e-2,1.264e-2,1.005e-2,5.004e-2,2.156e-2,4.089e-3,4.986e-2,3.678e-2,3.519e-5,4.399e-2,6.829e-2,1.513e-2,1.278e-2,9.630e-2,1.475e-1,1.134e-1,5.188e-2
1.135e-2,5.028e-2,6.989e-2,2.240e-2,4.419e-3,4.548e-2,2.483e-2,2.452e-3,4.186e-2,2.276e-2,3.431e-3,4.442e-2,2.243e-2,4.314e-3,5.012e-2,2.902e-2,2.336e-3,5.680e-2,5.643e-2,1.935e-3,4.302e-2,1.357e-1,1.443e-1
1.706e-2,5.963e-2,5.473e-2,3.287e-3,2.387e-2,4.072e-2,1.272e-3,2.725e-2,3.173e-2,1.363e-4,3.568e-2,2.261e-2,3.863e-3,4.378e-2,1.543e-2,1.066e-2,5.261e-2,1.400e-2,1.518e-2,6.974e-2,2.969e-2,6.788e-3,1.010e-1
2.349e-2,6.377e-2,3.468e-2,9.881e-4,3.928e-2,1.835e-2,6.848e-3,3.811e-2,4.258e-3,2.116e-2,2.996e-2,3.340e-4,3.595e-2,1.573e-2,9.618e-3,4.330e-2,4.602e-3,2.620e-2,4.630e-2,6.284e-4,4.429e-2,6.161e-2,1.723e-3
3.011e-2,6.225e-2,1.642e-2,1.094e-2,3.917e-2,1.864e-3,2.573e-2,2.169e-2,3.948e-3,3.457e-2,3.017e-3,2.321e-2,2.343e-2,3.165e-3,3.769e-2,5.307e-3,2.292e-2,3.411e-2,5.208e-4,4.608e-2,2.252e-2,1.118e-2,7.040e-2
3.637e-2,5.586e-2,4.421e-3,2.415e-2,2.649e-2,2.296e-3,3.367e-2,3.012e-3,2.257e-2,1.811e-2,6.110e-3,3.127e-2,2.528e-4,2.931e-2,1.226e-2,1.293e-2,3.251e-2,1.250e-4,3.848e-2,1.290e-2,1.789e-2,4.693e-2,2.094e-4
4.179e-2,4.624e-2,5.035e-5,3.308e-2,1.118e-2,1.406e-2,2.478e-2,1.900e-3,3.013e-2,1.097e-3,2.502e-2,1.050e-2,1.307e-2,2.399e-2,2.170e-3,3.248e-2,1.367e-3,2.853e-2,1.513e-2,1.299e-2,3.671e-2,2.100e-4,4.665e-2
4.607e-2,3.525e-2,2.097e-3,3.454e-2,1.605e-3,2.540e-2,9.726e-3,1.419e-2,1.920e-2,4.788e-3,2.612e-2,1.645e-4,2.790e-2,2.140e-3,2.350e-2,1.067e-2,1.413e-2,2.314e-2,4.031e-3,3.414e-2,1.163e-4,3.661e-2,9.700e-3
4.906e-2,2.454e-2,8.014e-3,2.937e-2,5.432e-4,2.864e-2,6.942e-4,2.475e-2,4.587e-3,1.884e-2,1.064e-2,1.202e-2,1.760e-2,5.603e-3,2.403e-2,1.111e-3,2.828e-2,2.038e-4,2.875e-2,4.425e-3,2.449e-2,1.457e-2,1.581e-2
5.073e-2,1.530e-2,1.509e-2,2.059e-2,5.894e-3,2.339e-2,1.824e-3,2.468e-2,1.625e-4,2.470e-2,2.559e-4,2.355e-2,1.992e-3,2.130e-2,5.365e-3,1.799e-2,1.029e-2,1.370e-2,1.654e-2,8.812e-3,2.375e-2,4.101e-3,3.131e-2
5.110e-2,8.169e-3,2.119e-2,1.153e-2,1.345e-2,1.393e-2,9.412e-3,1.595e-2,6.631e-3,1.776e-2,4.414e-3,1.950e-2,2.582e-3,2.129e-2,1.170e-3,2.312e-2,2.722e-4,2.483e-2,6.622e-6,2.626e-2,5.470e-4,2.742e-2,2.133e-3
